"CO","tin_oxide","Benzene","Titan","NOx","Tungsten.oxide","NO2","Tungsten","Indium.oxide","Temperature","Relative.Humidity","Absolute.Humidity"
6,1345.8,43.2,1040.1,300.9,884.9,170.2,1562.1,1650.3,10.4,61.6,3
6.5,1328,46.8,1232.1,356.9,747.6,194.8,1778.2,1660.2,10.9,53.6,3.2
7.2,1058.6,41.1,932.8,460.4,888,210,1347.1,1693.7,2.5,87.8,2.9
7.3,1289.7,45.7,1099.7,365.8,947.5,222.9,1949.2,1763.9,13.5,72.8,3.4
7.4,1420.9,45.8,1127.4,329.8,879.4,196.9,1820.8,1881.2,11,54.6,3.2
7.9,1299.4,49.7,1289.1,412.4,692.1,230.1,1612.2,2021.8,9,72,3.2
7.7,1256.8,44.5,1093.1,294.7,786.4,199.2,1834.2,1525.2,13.1,71.6,3.5
6.6,1209.9,38.4,913.6,389.8,801.9,256.9,1290.4,2049.6,6.3,69.7,2.9
7.6,1337,47.5,1180.7,524.2,612.7,241.4,1359.7,2031.1,8.9,60.6,2.9
6.8,1069.9,41.3,973.8,213.2,1124.8,149.2,2015.9,1130.1,22.4,45.6,4
7.1,1233.2,42.6,994.7,412.7,871.2,151.4,1562.1,1641.1,10.3,89.9,3.6
5.7,952.8,40.9,956.9,224.2,1153.5,136.6,1654.1,1324.7,9.5,59.1,2.8
7.1,1093.2,40.8,969.5,393.1,996.6,262.4,1159.3,1674.4,2.5,67.4,2.2
6.8,950.5,35.9,777.3,369.2,1093.8,208.9,918,1180.4,5.3,53.6,2.1
5.6,840.7,34,688.2,313.9,1299.4,206.7,974.2,1116.5,2.9,80.2,2.5
8.1,1354.3,46.6,1178.3,319.8,996.8,208.7,1907.1,1500.8,10.2,68.1,3.1
8.1,1302.2,44.5,1121.6,540.5,872.3,282.4,1226.2,2152.1,2.6,76.7,2.6
5.8,1021.2,36.1,806.2,189.8,1076.8,181.8,1387.8,1281.9,8.4,48.5,2.8
5.2,1058.8,29.9,672,318.7,877.2,218.4,944.4,1369.9,3.7,80.7,2.8
7.1,1152.6,45.4,1155,367.3,928.9,212.8,1987.4,1724.7,15.4,57.7,3.4
7,1120.3,42.7,1032.4,429.6,987.4,232.3,1297.3,1509.5,6.4,64.1,2.6
6.3,1101.3,36.8,816.1,407.5,1117.6,259.5,963.6,1553.7,2,68,2.3
6.7,1130.6,44,1004.3,372.3,990.4,211,1521.6,1513.2,12.2,53.3,2.9
7.9,1464.1,46.7,1162.8,385.2,839.5,246.8,1659.5,1978.7,9,61.1,2.9
6.7,1179.7,40.4,894.3,394.1,1016.4,206.9,1490,1658.1,12.3,73,3.3
8.4,1277.4,51.1,1357.7,382.4,922.7,243.7,1886.3,1795,13.8,33.7,2.7
8.4,1331.9,47.8,1164.4,522.9,812.4,250.4,1386.4,1986.7,3,95.9,3.1
5.5,994.7,38,943.3,457.9,893.7,167.3,1129.3,1434.5,11.8,53.9,3.1
4.9,897.6,30.1,589.8,248.1,1268.6,160.8,897,1018.4,3.4,72.5,2.5
6.2,1154.2,42.2,1045.6,314.9,766.1,145.8,1944.6,1760.7,14.1,92.3,3.9
5.9,1077,39,894.7,286.9,996.4,170.5,1464.7,1549.6,9.3,72.5,3.1
8.7,1470.6,52.7,1336.3,491.4,814.5,267.7,1620.2,1980.5,3.5,84.4,2.6
6.6,1189.4,38.8,786.9,347.4,1164.7,142.8,1111.9,1499.9,0.9,85.7,2.6
7.9,1322.3,44,1129.1,449.1,679.8,221.7,1431.1,2127.6,6.5,73,2.8
6.4,1015.7,35.4,775.6,330.2,1176.6,188.2,1105.9,1329.8,1.6,77.8,2.5
4.6,842.6,30.1,644.5,179.6,1395.9,163.7,1140.1,1178.8,5.9,60,2.4
6.6,1288.9,46.3,1203.2,250.7,859.6,171,2219.1,1758.5,15.2,73.6,3.7
5.4,924.6,38.2,833.3,213.2,1082.5,154.1,1284.4,1328,11.8,56.1,3
9.6,1520.3,54.5,1460.2,596.3,664.2,304.3,1636.2,2079,11.3,52.2,2.7
6.8,1225.8,45,1213,329,1269.1,186.1,1537.6,1504.5,13.9,42.9,2.7
5.1,1073.2,32.9,696.1,321.6,1350.2,207.4,886.3,1263,3.3,83.9,2.5
4.6,692,25.8,351.2,281.2,1375.2,147.8,590.5,631.3,-2.6,102.8,2.3
8.3,1482.1,51.6,1368.8,480.6,638.3,218.9,1956.2,2431.6,11.1,83.2,3.6
8.7,1383.6,49.8,1409.9,546.7,563.4,313.5,1527.9,2295.9,11.5,57.1,3
8.7,1376.4,51.8,1297.8,484.8,920,240.7,1757.9,2214.3,12,46.8,3
6.2,964.6,36.5,824,285.5,1195.1,160.6,1267.4,1224.1,5.7,69.4,2.8
7.8,1316.4,52.8,1354.6,392.6,1051.1,182.9,1993.5,1836.1,11,63.6,3.1
4.6,755.4,28.7,544.5,278.2,1226.2,152.4,790.8,814.5,5.9,61.3,2.6
6.7,1250.8,38.3,968.8,433.9,687.3,243.8,1321.6,1967.6,3.8,103.2,3
7.3,1371.9,41.8,1051.8,508.3,734,271.1,1021,1804.7,5.6,72.1,2.5
5.6,1061.8,37.1,861,150.9,1305.1,151.6,1409.5,1437.4,11.2,39.9,2.7
6.5,1093.4,44.3,1146.9,320.6,804.7,197,1710.2,1334.3,19,31,3.3
7.7,1116.8,45.8,1106.7,334.5,1004.4,212,1579.2,1673.7,6.4,72.1,2.9
2.1,653.6,16.1,182.7,40.2,1390.6,107.9,923.5,426.5,7.8,66.5,2.7
3.1,612.1,24.6,351.5,38.9,1438.4,43.1,846.6,529.4,12.2,48.8,3.1
4.6,996.7,37.4,854.3,208.1,1127.9,126.8,1867.6,1137.1,10.9,84.8,3.7
8.1,1328.9,47.4,1286.5,485.6,668.8,278.6,1356.9,2023.7,7.6,64.4,2.8
5.5,1061.1,39.4,929.6,241.2,951.9,185.6,1704.9,1171.7,11.5,70.2,3.3
7.4,1246.4,48.3,1280.3,340,790.2,211,1653.9,1551.6,14.7,35.2,2.8
6.1,978.2,40.4,898.1,298.4,1347.7,167.9,1517.4,1322.3,10.7,47.8,2.7
6,1074.9,35.3,811.6,266.7,895.5,215.7,1194.7,1501.8,9.6,65.8,3.1
7.2,1152.3,37.7,893.6,351.1,970.3,262.5,1249.6,1590.5,10.1,48.8,2.7
5.3,1108.3,36.8,883.9,269.8,956.3,234.4,1436.4,1591.9,9,67.7,2.8
4.7,950.3,37.3,883,245.8,1073.6,192,1268.9,1156.4,11.6,32.4,2.7
7.4,1155,45.5,1159.6,484,732.2,294.2,1291.9,1894.9,7.2,54.1,2.5
7.8,1360.4,46.1,1176.9,403.1,592.5,162.5,1885.9,1993.4,11.8,83.3,3.7
5.7,847.2,37.5,843.7,244.5,1511.2,157.3,1436.7,1078.5,10.1,59,2.9
5.1,831.9,31.8,676.7,230.6,1357.5,132,1367.8,729.8,13.3,49.5,3
5.2,990,38.3,995.3,184.5,1112.9,133.5,2038.7,1218.4,23.2,31.3,3.9
6.7,1161.9,41.1,989.8,423,916.8,236.7,1276.4,1492,6.4,70,2.7
5.1,1093.2,40,937.7,245.7,1237.7,148.9,1516,1589.7,4,105.9,2.9
9.4,1512.2,51.6,1365.3,435.3,614.5,248.5,1804.8,2092.7,11,60.6,3.1
8.8,1481.3,53,1374,500.4,803.9,226.1,1799.8,2251.4,6.9,80.8,2.9
5.7,1023,40.1,1006.6,213,1176.3,185.4,1535.1,1440.3,15.8,35.4,2.9
4.6,977.7,30.7,636.9,287.4,1127.8,210.7,1002.3,1233,6.8,69.2,2.5
6.6,1128.9,38.4,870,389.9,1065.7,212.9,1402.3,1671.4,12,60.7,2.9
8.2,1191.3,50.3,1302.2,345.8,954,129.7,1887.6,1618.8,12.9,61.9,3.4
7.4,1394.6,44.3,1129,443.7,701.9,184.5,1575.7,1980.8,2.7,103.8,3.1
7.4,1316.2,46.6,1225.9,336.6,1009.5,221.8,1918.1,1675.3,13.8,50.9,3
7.2,1083.8,42.2,954.6,273.6,1079.9,171.1,1481.1,1477.5,10.4,66.3,3.1
6.5,985.9,44.5,1088.3,309.3,1254.6,199.9,1511.6,1466.5,12.2,32.6,2.6
4.9,1001.7,34.4,723,247.2,1148.6,103.9,1451.5,1189.4,7.7,77.4,3
4.8,1041,33.5,665.2,251.7,1190.6,118.8,1470.8,1189.9,9.3,89.4,3.4
6.1,979.5,37.8,881.3,272.6,1048.5,192.7,1497.2,1244.2,9.7,60.3,2.9
4.5,833.7,24.8,446,190,1502.7,150.9,1091.7,1166.9,8.4,77.8,3.2
7.1,1398.7,47,1184.1,419.5,817.1,217.6,1742.2,2032.2,6.8,87,3.1
8.2,1452.6,50.4,1275.3,320.9,932.2,186.6,1720.1,1868.7,8.6,64.2,3.3
7,1077,41.9,1010.6,349.3,1174.1,191.4,1526.2,1438.7,11.2,67.7,3.1
7.4,1351.5,44.9,1170.6,468.8,751.4,226.2,1676.7,1849.3,11,77.3,3.2
3.5,672,26,530.2,96.2,1122.6,120.9,1281.7,543,13.4,69.4,3.6
6,997.5,42.6,996.2,335.1,947.6,152.1,1760.8,1520.3,15.5,59.1,3.4
5.9,882.2,38.8,907.3,286.4,1116,165.4,1394.5,1300.7,9.9,67.4,3
4.1,968.5,32.6,735.8,270.3,1008.2,193.1,1133.4,1334.7,4.9,84.5,2.9
6.4,1257.6,40.2,1002.9,366.9,1079,192.1,1396.6,1927.4,4,80.8,2.8
5.7,1044.5,37.6,872.1,341,789.1,213.3,1211.8,1240,10.3,70.1,3.1
5.7,904.9,38.1,881,353.3,1322.5,167.8,1402.7,935.6,15.3,43.8,3.3
5.3,1000.7,39.4,899.2,310.7,854,184.2,1615.1,1242.6,11.5,66,3.3
7.6,1339.3,47.3,1235,421.9,1060.4,221.3,1855.2,1736.8,11.5,70.5,3.1
4.8,1044.2,34.6,788.3,278.2,1138.7,145.3,1445.2,1216.1,14.9,72.9,3.7
6,862.9,36.3,780.9,264.8,1149,157.3,1060.1,1077.5,5.8,58.1,2.7
6.8,1174.6,40.6,975.8,236.5,872.6,183.9,1823,1512.3,11.8,76,3.6
5.8,861.6,41.9,976.9,237.4,1212.8,169.1,1745.3,1399.2,20.8,35.7,3.6
7.5,1255.8,44.7,1101.3,427.5,636.9,223.6,1476.9,1528.3,8.9,82.9,3.4
4.9,858.9,30.4,609,139.8,1475.8,76.8,1436.1,792.4,13.7,52.9,3.3
7.4,1308.9,44.1,1123.7,438.7,760.6,275.2,1220.7,1847.5,5.3,59.6,2.5
5.7,971.4,37.6,815.3,363,1165,184.5,1139.8,1526.4,4.5,81.5,2.8
7.2,1117.3,45.6,1172.3,395.7,926.9,233.9,1400.9,1900.1,7.2,53.5,2.4
7.7,1314.9,42.6,1027.2,554.1,622.4,282.5,1189.2,2042.9,6.9,82.6,2.8
7.8,1208,46.9,1162.1,382.5,913.8,247.5,1503.9,1875.7,6.4,61.6,2.6
3.5,890.3,23.7,317,227.3,1596.7,115.8,706,930.5,3.9,63.9,2.5
8,1305.8,51.2,1376.1,458.9,844,256.3,1749.7,1664.3,15.3,35.2,3
5.2,941,36.7,814.1,398.7,1079.4,192.1,1090.3,1443,8.8,67.2,2.7
6,1018.8,35.8,773,365,1133.6,180.5,1344.4,1308.6,8.8,90.7,3.2
6.2,1144.4,37.7,931,258.4,994.2,179.7,1651.3,1432,12.1,75.2,3.2
7,1165.9,40.3,983,369.7,767.9,246.7,1247.2,1641.4,7.9,81.1,3
6.2,1188.2,38.1,762.6,367.8,1232.5,185.6,1184.2,1442.9,4.1,88.8,2.8
3.7,746.8,28.6,579.6,265.8,1333.7,147,901.7,854.7,9.8,60.8,2.9
7,1243.9,42.4,1034.4,457.5,974.7,250.3,1108.6,1926.9,5.3,53,2.3
4.7,834.8,33.9,665.7,330.4,1281.7,128,1154.1,1309,9.7,81.5,3.5
8.3,1262.9,51.2,1243.9,594.3,535.7,226.6,1461.6,2012.9,6.8,88.5,3.3
6.5,1107.5,41.3,947,373.1,1148.4,198.1,1192.1,1493.8,4,61.6,2.3
6,994.5,40.7,944,292.9,1012.4,174.4,1505.7,1237.5,13,47.8,3.1
6.2,851.3,37.5,880.7,271.4,1288.5,215.7,1417.2,1155,12.5,47.6,3
6.7,1067.8,41.4,985.4,331.5,1024.6,233.8,1496.3,1432.3,10.9,52,2.7
7.7,1231.9,50.6,1303.5,408.7,775.2,242.9,1599.7,1970.3,10.6,46.2,2.8
6.3,1212.4,41.5,992.1,311.8,780.5,160.1,1709.3,1733.5,7.1,95.7,3.4
5.1,965.8,34.6,749.7,201.5,1263,149.7,1279.6,1005.9,9.4,50.6,2.6
6.4,1064.9,40.2,996.1,264.5,1141.8,146,1819.5,1518.7,13,60.3,3.3
3.4,662.4,22.8,356.6,193.9,1530.7,143.3,554.5,857.9,1.4,66,2.3
4.6,863.9,28.1,496.5,192.9,1635.4,143.6,1103.8,897.9,7,70.2,2.7
5.7,1121.7,42.3,957.7,313.6,1144.9,84.8,1813.8,1551.4,14.7,78,3.6
7.5,1090.7,42.7,949,408.9,1198.6,173,1463.8,1212.2,7.1,74.9,3
6,1183.6,40.3,967.7,326.7,737.2,200.1,1342.5,1558.8,10.4,51,2.8
6.2,995.4,37.3,936.9,405.5,839.2,232.1,1197.5,1726.1,4.4,72.9,2.5
6.5,1140.2,42.7,1020.8,384.4,999.5,208.6,1378.3,1552.8,8.1,61.2,2.6
5.8,1043.3,34.5,772.2,326.9,1057.8,179.7,1273,1192.8,9.3,76.4,2.9
6.2,1081.2,41.4,940.1,358.9,1174.9,226.1,1162.1,1145.5,13,32,2.5
7,1147.7,36.4,818.4,320.7,1239.9,203.9,1321.6,1521.1,11.1,61.8,3.1
8,1406.2,45.8,1191.3,453.9,720,236.3,1694.3,2062.3,5.6,76.8,2.8
5.4,902.2,33.3,674.5,143.3,1412.4,135.3,1522.4,725.5,13.9,59.3,3.3
6.7,1028.4,39.6,905.9,471.2,1111.8,243.4,1193.8,1424.2,7.3,86.7,3
6,1082.7,42.8,1060.3,342.3,1030.4,189.1,1914.3,1174.9,16.3,58.6,3.5
7.6,1037.6,45.2,1052.3,439.1,919.1,206.6,1461.5,1647.6,8.3,70.4,2.9
6.6,1014.1,39.3,888.3,353.3,862.7,133.5,1329.5,1445.7,5.7,107.4,3.2
6.9,1059.3,39.1,802.6,298.9,1439.2,174.7,1333.7,1177.4,9.3,73.9,3.1
7.4,1202.6,42.7,1071.6,352.6,1135.1,242.5,1555.7,1842.7,6.3,60.2,2.5
8.2,1349.3,50,1286.6,395.2,791.8,189.8,1779.3,1894.4,9.1,75.4,3.2
6,966.5,40.6,933.1,372.1,1116.8,181.2,1301.3,1482.2,8.1,60.6,2.6
5,725.3,32.3,709.2,260.5,1008.4,136.4,959.7,1186.3,9.4,65.1,2.9
7,1264,42.3,1158.3,345.9,638.8,236,1690.5,1885.6,14.7,60.8,3.3
5.2,1043,35.2,734.5,308.9,1234,220.4,975.8,1513.5,3.4,72.1,2.1
5.3,809.2,33.2,701.3,226.6,1290.3,135.4,1416,1088.8,10.9,73.6,3.6
7.8,1458,50.4,1314.7,435.7,770.8,198.5,2027.4,2002.5,11.5,80.2,3.6
4.1,880.2,27.2,460.1,205.1,1511.1,164.7,950.8,922.8,2.8,91.8,2.6
6.9,956.8,37,795.4,345.3,1300.2,235,1112.6,1471,6.3,59.7,2.6
6.4,1192.3,41.9,1023.2,328.8,820.1,205.3,1473.7,1806.7,7.8,64.8,3
5.1,954.2,36.9,803,364.7,984.2,149,1124.9,1332.9,9.1,82.6,3.3
5.3,995.9,33.2,665.3,297.9,1182.6,206.3,988.2,1151.5,6.4,58.7,2.5
6.6,1069.1,39.8,891.4,356.7,1246.1,225.3,1220.2,1489.4,4.7,66.8,2.4
5.2,1000,32.8,705.2,303.4,980.9,209.7,759.9,1421.5,2.8,59.2,2.4
7,1239.6,42.5,1062.4,411.8,697.3,201.2,1722.5,1637,9.3,80.6,3.3
5,743.8,37,737.5,244.2,1242.7,108.8,1158.4,1046.7,7.7,75.4,3.1
7.1,1301.6,40.5,982.1,459.1,841,207.4,1440.1,1702.8,7.4,85.4,3.2
6.4,1058.4,42.2,1115.8,395,750.9,214.5,1414.5,1615,11.4,53,2.9
4.1,661.1,30.7,550.4,164.4,1333.6,115.2,1123.6,515,13,40.9,3
7.7,1317.1,49.2,1302.9,436,871,229.9,1838.5,1985.9,8.1,89.8,3.1
8,1306.4,44.8,1106.7,443.1,663.8,228.1,1329.2,2021.5,-2.8,103,2.8
7.1,1228.8,42.2,972.6,276.2,1056.6,170.1,1714.3,1558.8,8.6,84.6,3.3
4.6,981.7,37.4,870.4,51.2,1205.1,59.5,2249.5,885.8,21.7,50.5,4.1
7.1,1165,35.4,729.9,348.6,1222.9,164.2,1262.1,1635.7,1,92.7,2.7
7.6,1265.9,49.3,1255.5,439.3,914.9,246.2,1589.8,1678.1,17.5,27.7,3.1
5.7,1086.2,34.2,763,281.6,776.3,201.1,1294.4,1433,8.6,76,3.3
6.2,947.8,38.2,850.2,227.5,1096.7,141.9,1460.3,1214.8,10.4,72.5,3.2
6.8,1120.6,42.6,985.7,432.9,1023.9,228.5,1192.1,1473.4,9,56.5,2.8
8.4,1450.1,52,1341.1,540.9,493.9,299.3,1374.2,2278.8,3.9,78.1,2.6
8.5,1271.4,49.7,1142.9,480.2,1093,244.5,1434.9,1922.5,5.9,46,2.3
8.3,1370.1,50.3,1285.3,387.4,766.2,287.1,1730.4,2091.2,11.1,57.3,2.7
6.4,1157.1,36.7,852,366.1,969.4,205.4,1440.1,1453.2,6.6,79.3,3.1
6.3,980.9,36.1,849.9,328.2,1196.2,235.9,1336.3,1359.7,5.8,88.4,2.9
5.4,1051.7,33.7,703.3,275.5,1119,155.5,1194,1341.1,8.1,63,2.8
7.9,1218.6,46.5,1142.9,335.9,834,217.8,1584.7,1523.7,8.9,65,2.8
6.4,940.8,44.2,1057.5,344.2,1010.2,206.2,1666.3,1609.7,9.7,65.8,2.9
9.9,1590.1,58.5,1611.3,582.4,260.8,311.3,1978.8,2557.5,6.6,82.3,2.9
7.4,1118,43.3,1016.1,347.1,1042.6,210.2,1409.5,1684.2,10.5,64.6,2.9
7.4,1402,44.2,1197,457.7,582.8,183,1721.1,1932.4,6.1,113,3.5
6.4,1265.5,44,1112.4,300.5,662.7,148.6,1753,1710.7,11.7,86.6,3.5
6.6,995.6,37.8,802.1,363.2,1151.8,181.1,933,1432.4,6,65.1,2.5
7.9,1288.7,46.5,1243.1,470.8,372,269.6,1467.7,1927.8,11.8,46.3,2.9
8,1380.8,45.4,1160.8,490.7,661.3,215.3,1670.6,2180.5,11,97.5,3.5
7.9,1523.4,46.2,1064.3,419.8,915.5,224.5,1494.1,2053.9,4.3,91,2.9
5.3,805.9,32.1,689.8,281,1164.5,237.2,760,848,9.2,44.9,2.4
4.9,714.6,34.9,785,175.8,1359.8,157.2,1288.6,839.6,13.2,34.3,2.8
7.4,1313.9,48.2,1309.1,433.2,784.4,232.4,1739,2295.3,9.1,74.8,3
7.5,1295.4,46.7,1125.6,413.9,760.5,192.5,1616.3,1710.9,9.5,66.4,3.1
7.2,1397.8,44.4,1075.4,322.7,885,163.6,1754.6,1853.2,11.5,90.3,3.4
6.5,974.4,38.9,847.3,362.8,1063.2,235.9,873.5,1347.9,-0.5,82.9,2.4
7.4,1186.7,45.2,1103.5,475.9,896,268.3,1256.5,1887.7,4.2,78.4,2.5
5.6,936.2,35,720.8,203.4,1444.8,185.4,1384.2,955.8,8.7,59.4,2.8
5,684.1,28.7,508.3,176.3,1410.6,75.9,1537.5,716.6,13.8,74.6,3.7
5.4,990.3,35.5,831.9,321.1,1383.5,154.5,1490.3,1245,11.5,77.7,3.3
7.5,1390,41.5,989.6,434.9,1257.7,226.7,1426,1860.3,4.1,77.4,2.6
6.9,1295,41.6,1024.7,301.5,981.1,203.1,1683.1,1726.6,7.5,83.1,3
6.1,1030.4,36,873.1,300,844.9,159.6,1499.1,1620.5,7.2,106.4,3.4
6.6,1121,41.7,947.4,317.2,909.6,164.4,1541.4,1555.8,8.6,89.9,3.1
7.4,1397.9,47.5,1230.1,395.9,667.6,206.5,1636.5,1818,7.8,79.1,3.1
8,1164.2,43.7,943.3,449.1,1289.9,237.2,1118.4,1498.2,-3.7,76.3,1.8
5.4,873.9,40.5,948.6,241,1065.5,121.7,1708.5,1051.6,16.1,61,3.5
6.9,1141.1,39.6,880.1,432,1200.8,249.2,1266.6,1329.2,4.7,78.1,2.8
3.9,1035.1,29.1,580.3,115.8,1355,155.1,1253.7,1088.6,4.2,83.1,2.9
7.3,1069.1,38.5,796.1,483.7,1123.4,209.6,913.1,1457,5.5,63.8,2.6
9.3,1533.6,57.8,1595.7,499.4,564.6,208.1,2137.3,2265.2,15.5,53.4,3.4
2.9,787.9,21.5,328.7,168.6,1396,106.1,1084.4,591.5,14.3,67.9,3.3
4.7,734.4,31.4,631.5,204.3,1489.5,100.8,1150.3,566,5.7,74,2.8
4.7,881.3,31.4,587.4,236.2,1146,132.4,1307.1,1068.1,11.5,77.6,3.5
6.3,1123.8,41.6,981.2,363.1,1032.8,160.6,1355.4,1200.5,9.6,64.5,2.9
6.4,1307.6,41.1,1023.2,328.1,822.2,154.9,1738.1,1657.2,9.4,82.5,3.3
6.2,1099.1,38.5,848.9,405.7,1064.8,206.8,1091.6,1617.6,2.3,75.3,2.4
3.2,645.6,19,339.2,270.4,922.5,222.8,444.8,872.9,6.7,75,2.8
6,845.9,31.8,608.4,318.6,1210.5,205.1,933.7,1395.5,2.1,79.7,2.6
6.7,1224.2,44.2,1129.4,277,942.5,216.8,1774.6,1795.6,12.4,67.7,3.1
7.6,1246.4,45,1187.2,419.9,535,160.8,1827.3,2142.9,10.9,97.8,3.7
8.1,1233.7,47.7,1130.5,486,942.7,242.5,1440.2,1804.1,5.2,86.8,2.9
6.1,934.1,37.2,770.8,289.7,1322.8,198.4,1159.7,1084.5,13.4,23.5,2.5
5.7,1086,37.9,874.6,326.3,1045.7,211.6,1231.2,1457,8.9,54.9,2.7
6.1,1081.2,34.6,765.6,355.1,1209.9,199.8,1115.2,1418.3,3.5,80.8,2.6
8.7,1321.8,52.3,1302.8,481.9,880.9,242.6,1881.4,2000.7,10.5,71,3.2
7.2,1281.7,44.5,1062.6,404.1,874.2,227.4,1492.7,1668,8.7,64.2,2.8
4.4,804.4,26.5,383.3,265,1504.5,133.8,707.2,858.9,3.1,59.2,2.1
7.7,1219.9,42.5,1109.2,427.6,720.7,253.9,1442.5,1891.6,10.4,58.9,2.9
9.1,1343.3,51.8,1300.7,420.5,837.6,224.4,1974.5,1759.2,16.1,39.4,3.2
5.5,857.8,35.5,755.4,243.2,1117.2,147.5,1169.8,1165,5.5,61.2,2.5
4.5,925.5,29.5,513.1,240,1364.7,192.5,765.6,1093,2.6,67.3,2.1
6.9,1202.4,40.4,948.8,290.6,1374.2,183.7,1474.5,1396.6,5.5,75.4,2.8
5.9,1210.9,42.3,1056,325.3,846.1,227.2,1568,1942.1,14,56.3,3.3
5,965.6,33.4,679.3,238.7,1123.7,162.4,950.2,1089.4,4.7,65.3,2.5
7.1,1207.1,42.1,931.6,354.1,1234.7,159.8,1980.5,1477.6,11.6,101,3.8
4.1,892.7,28.6,574.2,204.3,927.3,108.4,1218.5,941,5.9,92.4,3.1
5.8,1026.4,35.3,715,284.9,1161.5,207.6,1297.9,1615,6.4,78.6,2.9
6.1,963.4,31,602.1,296.9,902.7,213.6,933.3,1157.2,2.1,83.7,2.8
6.4,1220,41.2,948,321.6,1026.3,198.9,1360.9,1571.7,9.8,59.9,3.2
7.5,1326.6,45.8,1163.5,485.1,853.6,231.1,1378,1856.8,0.6,98,2.6
5.9,1150.8,42.2,1012.2,233.8,864,139.6,1898.3,1421.9,14.6,73.7,3.7
5.6,1005.3,40,991,196.5,1031.9,92.1,1848.2,1178.7,17.2,61.4,3.7
5.3,739.6,28.8,572,225.4,1285.2,176.6,1051.9,1146.3,6.7,71.7,2.8
6,1069.7,39.9,974,290.8,843.5,192.4,1396.7,1381,13.5,45.8,3.1
6.3,978,35.5,750.5,397.5,1233.5,233.1,833.3,1450,-1.9,61.8,2
6.8,1285.4,42.2,1093.2,328.3,956.6,182.4,1841.7,1795.3,12.2,81.3,3.5
5.4,1041.4,35.4,769.1,210.5,1165.9,164,1541,1411.2,13.6,56.2,3.2
6.9,1159.7,42.9,1024.9,516.5,1062.4,218.3,1142.5,1743.1,2.2,95,2.7
4.6,810.2,31.1,668.7,208.8,1125.9,171.8,1103.1,847.6,13.9,48.6,3.2
9,1544.5,47.8,1165.7,407.4,1036.4,207.1,1715.9,2188.9,4,90.8,2.9
3.7,654.6,24.1,414,202.3,1258.4,162.8,726.5,842.8,6.4,64.2,2.7
6.5,911.4,43.1,1001.8,365.9,1306.4,205.7,1406.4,1343.6,7.9,49.4,2.4
7.5,1326.3,49.4,1341,432.4,610.7,238,1832.5,2064.8,14.6,57.1,3.4
6.3,984.6,33.2,734.6,403.1,1287.7,230.8,551.6,1567.2,-2.8,69.8,1.8
6.2,868.8,32.7,681.5,300.7,1242.1,216.4,863.6,780.2,3.6,62.6,2.4
6.4,1215.5,43.5,1031,333.9,1044.8,207.3,1555.6,1605.2,7.1,74.2,2.8
9,1523.3,53.3,1405.2,405.1,644.5,218.5,2154.3,1954.2,9.4,89.7,3.3
6.8,1208.2,41.4,975.6,290.8,1108.3,142,1807.6,1609.9,11.3,75.7,3.3
6.7,1439.5,44.8,1101,340.6,525.2,218.6,1637.3,2066,7.3,90.3,3.2
4.9,896.7,37.5,780.6,191.9,1495,134,1643.9,995.9,12.7,63.4,3.1
3.8,869.3,27.2,549.4,194.3,1241.4,157.7,1094.6,911.7,8.4,82.2,3.2
6.5,1058.8,41.7,1035.1,379.1,965,231.8,1162.6,1743.4,9.4,48.9,2.4
7.2,1144.2,45.4,1123.5,345.7,877.7,191.1,1884.6,1508,19.7,43.6,3.8
5.4,1019.4,32.7,779.1,284.8,1068.8,204.8,1085.4,1337.5,7.7,66.1,2.8
3.4,935.7,31.6,672.7,80.3,1467.6,94.1,1935.9,912,13.9,99.3,3.8
5.5,1086.4,40.3,980.1,196.6,1124.2,115.1,1766.8,1278.1,11.9,70.8,3.4
9.1,1600.7,56.6,1594.8,471.9,432.4,249.8,2185,2567.4,8.9,79.3,3
9.3,1567.8,55.8,1437.2,473.2,844.1,246.7,2009.4,2098.2,9.5,80.9,3.3
5.6,981.5,38.5,860.3,431,1048.5,202.5,1093.8,1462.9,8.3,60,2.8
8.9,1622.3,55.4,1580,510.1,434.2,260.3,2061.7,2657.7,9.9,79,3.3
7.7,1247.6,50.4,1261,495.7,620.9,299.1,1289.3,1962.9,3.9,59.3,2.2
6,1147.1,37.5,852.7,379,976.4,159.8,1457.6,1586.4,7.5,87.7,3.2
8.4,1257.9,45,1135.4,422.3,775.3,209,1883.1,2012.8,10.9,80.6,3.7
6.3,1015.9,37.5,808,334,1160.4,174.2,1460.8,1131.4,9.1,82.5,3.3
7.6,1221.1,40.4,932.5,506.5,879.9,268.1,922.9,1542,5.6,49.2,2.4
6.5,1166.3,43.3,1042.2,409.4,1012.3,189.2,1647.8,1680.6,9.5,75,3.5
7.4,1234.3,44.3,1056.1,401.6,916.4,204.9,1340.4,1491.4,9,62.9,2.7
6,1135.1,34.4,723.5,421.2,980.2,226.9,1049.2,1495.4,5.6,83,3
5.6,1009,35.6,833.9,217.7,1180.2,152.5,1473.2,1284.3,6.4,84.2,3.2
5.8,955.4,37.1,855.2,256.3,1152.4,136.4,1624.6,938.6,13.4,65.5,3.6
6.1,1071,41.5,1082.6,324.9,745.3,228.9,1583.6,1834.7,13.8,46.9,3.1
6.6,1146.4,39.4,869.3,468.8,887.2,162.8,1481.6,1468.8,5.5,116.4,3.6
