"acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence"
0.76,1.6,294.33,0.21,0.19,0.29,-6.35,0,120.59,0.47
0.23,1.74,177.75,0.46,0.02,0.41,-5.92,0.26,71.01,0.48
0.06,1.68,286.64,0.52,0.18,0.43,-5.99,0.09,90.66,0.02
0.01,1.6,258.22,0.32,0.15,0.15,-4.8,0.12,119.9,0.22
0.05,1.54,185.64,0.89,0.54,0.16,-9.19,0.04,176.7,0.5
0.24,1.38,178.3,0.7,0.29,0.16,-8,0.24,158.29,0.79
0,1.68,142.02,0.36,0.07,0.1,-9.25,0,69.39,0.73
0.12,1.57,167.98,0.45,0.01,0.12,-1.9,0.11,146.77,0.84
0.22,1.81,207.59,0.24,0.08,0.15,-7.07,0.08,119.61,0.64
0.2,1.19,236.18,0.52,0.23,0.42,-10.93,0.19,82.43,0.45
0.26,1.96,309.41,0.34,0.44,0.44,-8.4,0.17,104.48,0.23
0.05,1.8,253.73,0.31,0.03,0.39,-10.65,0.01,146.74,0
0.07,1.64,232.31,0.74,0.01,0.09,-5.44,0.11,107.37,0.62
0.18,1.73,233.88,0.77,0.02,0.28,-6.78,0.15,167.04,0.92
0.52,1.92,217.5,0.6,0.34,0.15,-10.45,0.02,78.88,0.54
0.3,1.82,449.73,0.43,0.39,0,-5.89,0.38,133.74,0.84
0.57,1.64,228.92,0.77,0.12,0.11,-8.72,0.02,115.36,0.34
0,1.6,252.17,0.84,0.07,0.63,-4.56,0.11,109.01,0.64
0.36,1.62,124.86,0.43,0.14,0.4,-1.35,0.03,88.94,0.16
0.27,1.45,414.52,0.78,0.24,0.1,-8.8,0.02,102.22,0.89
0.26,1.74,156.71,0.93,0.12,0.1,-5.79,0.14,125.94,0.41
0.01,1.8,209.66,0.68,0.22,0.24,-6.32,0.05,120.57,0.8
0.1,1.64,175.05,0.22,0.03,0.44,-6.85,0.09,111.67,0.08
0.22,1.74,134.31,0.21,0.57,0,-2.12,0.03,160.1,0.99
0.34,1.83,292.18,0.56,0.07,0.09,-12.79,0.11,139.23,0.87
0.23,1.68,173.88,0.77,0.21,0.04,-11.44,0.03,129.53,0.82
0.31,1.97,259.27,0.28,0.01,0.36,-4.96,0,105.23,0.65
0.11,1.75,202.21,0.69,0.1,0.27,-7.4,0.15,75.77,0.96
0.09,1.33,349.81,0.48,0.19,0.38,-5.92,0.01,154.01,0.42
0.18,1.47,109.83,0.28,0.12,0.07,-9.15,0.14,118.61,0.22
0.26,1.58,146.76,0.89,0.79,0.26,-7.11,0.15,116.14,0.64
0.25,1.55,352.01,0.63,0.1,-0.04,-9.65,0.34,117.81,0.39
0.35,1.63,149.98,0.93,0.01,0.16,-6.67,0.08,151.47,0.46
0.2,1.37,181.02,0.56,0.01,0.43,-7.01,0.02,109,0.18
0.29,1.48,238.07,0.23,0.22,0.33,-2.13,0.05,126.78,0.69
0.02,1.7,337.28,0.97,0.05,0.46,-9.27,0.03,121.23,0.01
0.1,1.49,321.55,0.8,0.11,-0.09,-9.41,0.22,121.46,0.1
0.1,1.67,194.69,0.61,0.05,0.35,-7.8,0.1,69.51,0.03
0.1,1.43,306.06,0.83,0.3,-0.04,-6.46,0.02,152.1,0.83
0.03,1.41,336.89,0.29,0.18,0.03,-9.49,0.25,123.23,0.63
0.06,1.77,222.19,0.54,0.08,0.37,-5.92,0.34,131.19,0.5
0.2,1.67,312.58,0.74,0.31,0.03,-5.5,0.08,124.57,0.21
0.35,1.66,164.32,0.3,0.49,0.3,-7.17,0.04,116.33,0.83
0.23,1.82,385.21,0.69,0.2,0.35,-4.83,0.13,62.17,0.85
0.4,1.58,132.96,0.9,0.24,0.23,-3.85,0.08,96.04,0.32
0.35,1.69,308.49,0.87,0.01,0.32,-10.57,0.02,127.77,0.86
0.07,1.66,179.57,0.89,0.04,0.27,-6.96,0.19,97.01,0.13
0.02,1.89,238.73,0.75,0.32,0,-7.04,0.15,123.15,0.69
0.16,1.64,43.21,0.86,0.01,0.14,-1.21,0.02,121.68,0.11
0.33,1.71,251.28,0.27,0.07,0.2,-6,0.02,127.31,0.59
0.11,1.83,275.86,0.2,0.05,-0.02,-4.74,0.03,98.72,0.35
0.23,1.61,388.54,0.45,0.15,0.32,-8.9,0.1,134.1,0.53
0.41,1.95,350.68,0.48,0.05,0.22,-11.15,0.06,114.01,0.02
0.05,1.54,250.73,0.35,0.03,0.18,-3.86,0.31,160,0.01
0.36,1.43,230.84,0.4,0.31,0.38,-0.12,0.09,135.72,0.85
0.04,1.45,396.62,0.69,0.16,0.3,-7.18,0.34,93.35,0.26
0.02,1.65,299.51,0.57,0.29,0.3,-6.01,0.03,123.31,0.8
0.28,1.89,323.13,0.76,0.24,-0.1,-7.5,0.03,125.87,0.44
0.04,1.74,163.04,0.25,0.15,0.37,-9.2,0.02,141.24,0.56
0.51,1.58,262.35,0.26,0.71,0.53,-9.21,0.1,116.21,0.85
0.41,1.62,171.49,0.53,0.21,0.16,-7.43,0.12,127.58,0.79
0.11,1.32,222.13,0.87,0.19,0.2,-7.31,0.02,112.56,0.66
0.22,1.61,300.27,0.34,0.24,0.12,-7.26,0.03,75.55,0.04
0.3,1.45,277.91,0.3,0.08,0.37,-8.13,0.08,75.54,0.43
0.1,1.59,285.57,0.92,0.3,0.27,-6.62,0.07,121.06,0.75
0.3,1.45,272.53,0.89,0.16,0.24,-4.81,0.06,133.93,0.13
0.19,1.37,126.64,0.22,0.55,-0.06,-2.69,0.24,126.55,0.12
0.32,1.73,89.13,0.38,0.1,0.35,-7.23,0.01,87.57,0.53
0.1,1.52,136.19,0.25,0.15,0.45,-10.45,0.22,161.92,0.17
0.14,1.41,274.02,0.72,0.27,0.16,-4.84,0.01,110.26,0.88
0.09,1.79,262.12,0.21,0.32,0.5,-2.66,0.07,126.38,0.74
0.02,1.63,69.73,0.21,0.28,0.26,-6.56,0.22,106.35,0.49
0.13,1.46,242.34,0.76,0.01,0.12,-9.12,0.01,162.45,0.83
0.37,1.74,190.45,0.65,0.01,-0.09,-8.17,0.01,153.23,0.56
0.01,1.58,216.67,0.95,0.16,0.15,-9.31,0.02,108.67,0.09
0.14,1.69,214.55,0.74,0.09,0.23,-6.13,0.06,126.03,0.08
0.02,1.62,270.96,0.66,0.03,0.06,-11.68,0.29,128.22,0.66
0.17,1.65,340.28,0.49,0.14,0.24,-8.96,0.02,104.71,0.76
0.25,1.76,300.43,0.28,0.13,0.11,-7.94,0.03,95.7,0.59
0.1,1.42,306.98,0.69,0.69,0.39,-4.49,0.16,103.55,0
0.12,1.41,269.08,0.41,0.07,0.18,-10.27,0.14,160.62,0.59
0.34,1.39,276.47,0.64,0.21,0.45,-0.86,0.02,102.23,0.67
0.15,1.49,350.61,0.93,0.3,0.12,-5.42,0.02,172.4,0.36
0.68,1.89,266.16,0.54,0.36,0.26,-4.99,0.24,117.78,0.05
0.12,2.01,271.02,0.85,0.01,0.17,-5.48,0.11,95.75,0.68
0.01,1.63,193.38,0.91,0.06,0.27,-9.55,0.02,97.1,0.7
0.21,1.68,327.09,0.9,0,0.45,-0.65,0.45,71.21,0.28
0.24,1.65,325.24,0.31,0.13,0.02,-3.71,0.07,118.16,0.16
0.34,1.72,337.68,0.37,0.2,0.21,-10.65,0.05,132.67,0.39
0.57,1.67,225.74,0.79,0.25,-0.05,-6.37,0.06,180.03,0.26
0.05,1.62,206.84,0.82,0.23,0.24,-10.76,0.07,117.01,0.78
0.02,1.57,383.91,0.8,0.05,-0.1,-8.73,0.07,117.74,0.63
0.1,1.91,184.03,0.23,0.32,0.07,-16.34,0.18,123.37,0.03
0.03,1.52,206.35,0.71,0.06,0.33,-7.23,0,128.05,0.87
0.05,1.48,193.36,0.87,0.27,0.31,-7.82,0.04,99.87,0.09
0.02,1.7,134.13,0.61,0.39,0.1,-9.78,0.09,122,0.9
0.14,1.55,374.24,0.71,0.05,0.1,-4.24,0.03,105.4,0.19
0.09,1.67,264.1,0.48,0.08,0.35,-6.04,0.17,123.91,0.46
0.27,1.62,252.6,0.57,0.07,0.28,-8.91,0.14,97.5,0.24
0.05,1.77,378.74,0.98,0.1,0.11,-8.92,0.09,105.53,0.95
0.15,1.53,300.38,0.44,0.21,0.56,-0.33,0.47,146.55,0.66
0.15,1.58,318.63,0.83,0.07,0.16,-8.6,0.06,98.11,0.56
0.2,1.87,219.72,0.76,0.14,0.09,-9.13,0.05,107.37,0.5
0.02,1.58,239.85,0.44,0.01,0.04,-6.62,0.06,146.6,0.97
0.02,1.86,222,0.47,0.44,0.1,-7.63,0.01,84.25,0.93
0.39,1.5,224.69,0.51,0.02,0.47,-8.1,0,136.38,0.88
0.04,1.65,193.42,0.8,0.16,0.16,-8.28,0.17,137.63,0.19
0.1,1.51,254.61,0.92,0.28,0.27,-8.4,0.01,67.75,0.35
0.2,1.55,234.68,0.83,0.18,0.39,-3.39,0.19,87.72,0.57
0.16,1.68,261.34,0.3,0.05,0.41,-6.12,0.24,123.2,0.31
0.06,1.72,275.34,0.45,0.17,-0.08,-7.83,0.02,88.29,0.81
0.04,1.58,250.6,0.6,0.14,0.21,-6.79,0.17,65.88,0.39
0.09,1.53,274.68,0.84,0.23,0.08,-8.37,0.06,122.47,0.06
1.07,1.3,236.92,0.81,0.16,0.05,-5.47,0.02,120.92,0.07
0.31,1.64,368.22,0.97,0.95,0.18,-6.89,0.02,117.13,0.55
0.02,1.66,176.82,0.21,0.03,0.22,-7,0.08,89.4,0.23
0.49,1.72,315.53,0.92,0.74,0.14,-9.82,0.12,192.32,0.1
0.07,1.44,203.55,0.4,0.04,0.23,-9.37,0.1,139.3,0.11
0.7,1.5,398.9,0.83,0.05,0.2,-7.05,0.04,101.23,0.09
0.05,1.8,247.15,0.5,0.28,0.07,-9.6,0.02,115.61,0.7
0.16,1.62,219.66,0.37,0.13,0,-5.16,0.04,107.16,0.96
0.4,1.51,289.18,0.68,0.27,0.11,-8.79,0.26,100.93,0.57
0.05,1.61,337.36,0.67,0.8,0.25,-5.69,0.07,125.05,0.37
0.23,1.45,259.85,0.67,0.01,0.1,-6.43,0.04,75.64,0.29
0.13,1.22,199.33,0.63,0.22,0.13,-7.73,0.06,105.99,0.22
0.01,1.42,291.61,0.55,0.71,0.13,-10.46,0,101.34,0.05
0.11,1.32,321.74,0.29,0.12,0.33,-7.11,0.34,140.69,0.72
0.6,1.66,326.65,0.91,0.04,0.09,-7.95,0.04,173.21,0.08
0.46,1.54,423.7,0.81,0.02,0.1,-4.63,0.12,136.76,0.4
0.04,1.49,257.6,0.28,0.01,0.16,-6.14,0.01,103.62,0.69
0.13,1.62,200.78,0.98,0.18,0.09,-6.15,0.05,116.13,0.02
0.12,1.45,22.86,0.66,0.13,0.14,-6.39,0.07,133.1,0.52
0.02,1.93,93.82,0.52,0.1,0.39,-7.99,0.07,92.18,0.96
0.31,1.49,358.24,0.87,0.04,0.08,-5.45,0.01,64.83,0.92
0,1.65,196.15,0.58,0.18,0.04,-6.31,0.04,91.01,0.71
0.01,1.79,326.83,0.39,0.47,-0.13,-5.52,0.04,108.21,0.59
0.14,1.63,42.28,0.35,0.08,0.29,-3.93,0.01,130.42,0.37
0.06,1.62,120.22,0.61,0.23,0.3,-6.2,0.1,102.33,0.18
0,1.71,386.69,0.94,0.13,0.22,-6.42,0.02,104.89,0.52
0.01,1.69,318.74,0.95,0.08,0.03,-5.78,0.09,129.86,0.12
0.44,1.44,276.77,0.37,0.03,0.4,-3.1,0.02,125.98,0.77
0.43,1.57,88.53,0.71,0.24,-0.05,-7.97,0.03,144.4,0.99
0.05,1.75,148.28,0.94,0.05,0.25,-5.17,0.01,155.4,0.91
0.22,1.71,284.07,0.86,0.01,-0.17,-10.87,0.05,151.25,0.62
0.16,1.73,350.8,0.47,0.43,0.17,-8.07,0.06,137.14,0.22
0.26,1.38,159.46,0.42,0.16,0.56,-4.87,0.11,135.51,0.85
0.16,1.66,351.73,0.62,0.09,0.15,-7.17,0.07,77.49,0.77
0.28,1.62,229.11,0.81,0.14,0.07,-8.31,0.17,115.07,0.47
0.13,1.38,326.34,0.73,0.03,0.08,-1.26,0.09,91.17,0.16
0.02,1.68,269.38,0.75,0.07,0.38,-4.81,0.13,101.64,0.86
0.06,1.67,123.96,0.43,0.03,0.1,-10.09,0.25,130.34,0.48
0.26,1.54,309.99,0.26,0.05,0.13,-2.32,0,84.97,0.81
0.19,1.51,282.27,0.93,0.07,0.22,-7.54,0.11,103.53,0.47
0.57,1.43,220.26,0.79,0.08,0.34,-7.91,0.08,174.04,1
0.44,1.48,158.41,0.22,0.42,0.22,-4.65,0.04,131.38,0.15
0.14,1.63,180.37,0.44,0.31,-0.03,-8.81,0.07,121.71,0.18
0.01,1.37,139.07,0.32,0.02,0.17,-8.27,0.02,114.61,0.9
0.4,1.54,295.27,0.63,0.06,0.1,-6.6,0.04,78.08,0.33
0.52,1.85,270.75,0.47,0.02,0.03,-11.12,0.09,116.27,0.54
0.44,1.61,162.97,0.51,0.41,-0.01,-6.73,0.08,123.46,0.7
0,1.54,245.77,0.89,0.12,0.26,-9.26,0.02,153.43,0.81
0,1.39,263.97,0.84,0.46,0.17,-4.19,0.01,123.92,0.28
0.09,1.57,260.79,0.35,0.24,0.18,-1.98,0.29,125.29,0.18
0.3,1.6,396.17,0.6,0.21,0.28,-4.94,0.02,139.76,0.64
0.11,1.62,243.89,0.92,0.24,0.02,-5.68,0.02,161.58,0.43
0.03,1.42,238.41,0.81,0.44,0.01,-4.05,0.15,154.56,0.81
0.24,1.53,143.89,0.25,0.09,0.28,-4.87,0.01,90.14,0.32
0.17,1.55,132.48,0.27,0.55,0.17,-7.31,0.01,100.44,0.98
0.14,1.83,297.59,0.94,0.13,0.19,-7.89,0.07,143.78,0.5
0,1.57,261.21,0.21,0.34,0.24,-2.68,0.1,108.49,0.52
0,1.79,123.52,0.42,0.23,-0.07,-7.03,0.01,135.65,0.47
0.24,1.61,378.04,0.53,0.03,0.13,-5.34,0.02,107.99,0.7
0.01,1.66,301.97,0.79,0.14,0.19,-8.15,0.08,61.63,0.41
0.14,1.64,219.83,0.94,0.21,0.21,-7.47,0.06,105.13,0.98
0.29,1.65,96.81,0.44,0.06,0.15,-5.65,0.02,132.95,0.49
0.09,1.38,228.31,0.55,0.12,0.14,-6.7,0.03,125.54,0.14
0.14,1.55,305.44,0.36,0.04,0.26,-10.01,0.01,136.34,0.12
0.07,1.47,256.85,0.24,0.41,0.14,-4.49,0.05,124.46,0.38
0.14,1.55,250.17,0.2,0.02,0.19,-4.71,0.05,136.31,0.52
0.42,1.37,287.25,0.61,0.01,0.23,-7.06,0.24,184.23,0.94
0.04,1.8,269.42,0.79,0.01,0.06,-5.68,0.02,139.25,0.58
0.37,1.55,85.33,0.64,0.25,0.63,-7.22,0.05,83.51,0.52
0.47,1.45,251.73,0.28,0.05,-0.21,-11.31,0.13,118.07,0.86
0.67,1.73,351.46,0.45,0.1,0.15,-8.59,0,94.63,0.67
0.12,1.46,284.43,0.76,0.23,-0.01,-8.28,0.07,88.86,0.33
0.39,1.56,237.74,0.82,0.06,0.25,-4.21,0,184.07,0.53
0.01,1.61,296.25,0.26,0.01,0.4,-7.07,0.08,99.8,0.12
0.03,1.45,296.07,0.85,0.2,0.02,-4.38,0.01,129.09,0.84
0.13,1.2,303.24,0.68,0.1,0.2,-6,0.16,151.13,0.1
0.66,1.78,320.14,0.35,0.63,0.4,-9.84,0.01,150.85,0.16
0.17,1.7,319.71,0.44,0.07,0.25,-7.3,0.05,87.5,0.03
0.28,1.82,417.33,0.99,0.26,0.21,-5.18,0.09,142.62,0.19
0.23,1.65,257.91,0.71,0.53,0.11,-11.55,0.08,150.23,0.58
0.76,1.48,208.7,0.28,0.38,0.24,-6.44,0.11,134.1,0.09
0.19,1.59,216.21,0.5,0.11,0.55,-7.3,0.05,96.92,0.12
0.14,1.55,322.56,0.72,0.06,0.27,-10.56,0.01,112.88,0.04
0.32,1.76,26.65,0.32,0.12,0.25,-1.35,0.09,140.78,0.24
0.21,1.46,367.53,0.69,0.58,0.12,-11.8,0.05,122.66,0.66
0.9,1.48,419.41,0.47,0.06,0.22,-7.03,0,56.05,0.93
0.42,1.48,249.4,0.31,0.15,-0.03,-8.14,0.01,176.09,0.48
0.04,1.69,427.29,0.45,0.06,0.44,-11.44,0.06,119.55,0.27
0.29,1.48,117.47,0.41,0.09,0.24,-3.15,0.13,94.85,0.66
0.13,1.91,260.19,0.83,0.16,0.14,-7.68,0.24,123.88,0.65
0.06,1.48,207.63,0.41,0.03,0.35,-7.25,0.02,132.31,0.15
0.11,2.01,263.16,0.79,0.07,0.03,-5.73,0.29,93.68,0.29
0.12,1.65,242.32,0.59,0.01,0.43,-4.31,0.1,118.02,0.91
0.01,1.79,251.61,0.28,0.02,0.17,-5.69,0.06,64.61,0.84
0.08,1.56,246.39,0.66,0.09,0.21,-8.65,0.02,152.81,0.89
0.02,1.43,227.23,0.29,0.11,0.04,-3.17,0.09,136.54,0.86
0.01,1.47,211.91,0.3,0.08,0.19,-8.89,0.05,121.95,0.49
0.09,1.84,179.26,0.36,0.01,0.29,-9.83,0.01,113.48,0.04
0.12,1.64,314.57,0.74,0.34,0.27,-9.78,0.13,104.17,0.31
0.39,1.72,305.64,0.45,0.46,0.3,-9.3,0.01,125.14,0.46
0.75,1.56,312.43,0.32,0.17,0.25,-7.89,0.04,139.49,0.03
0.48,1.49,347.69,0.85,0.19,0.42,-4.4,0.28,135.95,0.99
0.14,1.38,192.29,0.56,0.18,0.3,-7.25,0.01,168.01,0.79
0.11,1.63,189.03,0.87,0,0.42,-5.07,0.1,134.88,0.34
0.29,1.6,279.57,0.45,0.22,-0.04,-8.54,0.28,90.62,0.78
0.06,1.63,234.23,0.31,0.2,0.47,-4.25,0.05,89.58,0.1
0.22,1.43,283.27,0.98,0.05,-0.01,-9.25,0.33,111.4,0.27
0.44,1.69,223.22,0.6,0.01,0.11,-5.31,0.12,116.2,0.42
0.52,1.91,199.76,0.93,0.73,0.11,-2.19,0.1,100.93,0.65
0.12,1.91,217.56,0.43,0.18,0.04,-3.17,0.05,112.87,0.69
0.29,1.3,231.86,0.37,0.11,0.31,-6.93,0.4,104.98,0.85
0.12,1.64,145.62,0.35,0.24,0.3,-4.93,0,130.3,0.61
0.22,1.24,334.3,0.73,0.68,0.37,-9.65,0.06,93.52,0.08
0.4,1.56,187.57,0.9,0.01,0.25,-7.17,0.03,129.21,0.1
0.62,1.54,295.21,0.62,0.06,0.07,-10.49,0.04,132.12,0.42
0.3,1.66,407.81,0.9,0.01,-0.02,-4.45,0.26,158.98,0.83
0.07,1.87,218.59,0.3,0.03,0.15,-9.03,0.03,180.29,0.11
0.03,1.43,397.83,0.39,0.27,0.13,-4.82,0.25,90.03,0.15
0.35,1.79,327.93,0.71,0.03,-0.09,-5.72,0.07,148.73,0.57
0.07,1.64,319.41,0.35,0.03,0.33,-7.51,0.28,64.2,0.72
0.02,1.57,164.58,0.92,0.06,0.14,-6.32,0.27,131.9,0.9
0.07,1.48,428.87,0.4,0.35,0.1,-3.28,0.11,139.23,0.01
0.01,1.27,296.43,0.36,0.12,0.14,-9.05,0.01,110.4,0.33
0.16,1.63,224.9,0.63,0.04,0.03,-2.26,0.04,105.64,0.2
0.03,1.41,239.36,0.73,0.21,0.07,-9.7,0.32,140.95,0.46
0.03,1.54,24.41,0.69,0.07,0.31,-2.73,0.14,107.58,0.24
0.04,1.61,300.82,0.91,0.29,0.41,-7.38,0.05,153.57,0.13
0.07,1.59,140.63,0.77,0.53,0.11,-8.97,0.16,135.29,0.43
0.17,1.67,266.6,0.63,0.18,0.44,-4.07,0.05,99.08,0.74
0.09,1.56,290.16,0.26,0.51,0.27,-7.26,0.03,158.66,0.18
0.19,1.58,318.24,0.48,0.32,0.17,-1.92,0.05,112.37,0.54
0.44,1.51,244.73,0.69,0.14,0.12,-2.78,0.16,103.32,0.2
0.42,1.79,264.75,0.8,0.16,0.18,-7.79,0.08,105.89,0.47
0.48,1.91,43.19,0.26,0.06,0.1,-4.9,0.04,122,0.34
0.09,1.59,287.76,0.89,0.05,0.04,-9.19,0.05,129.2,0.95
0.14,1.59,224.11,0.24,0.08,0.2,-9.19,0.01,109.3,0.47
0.28,1.83,222.39,0.25,0.17,0.07,-7.94,0.01,126.21,0.97
0.12,1.87,310.77,0.69,0.01,0.29,-6.63,0.15,98.84,0.31
0.18,1.7,303.22,0.88,0.25,0.15,-4.54,0.03,144.57,0.01
0.15,1.86,141.12,0.41,0.09,0.01,-7.03,0.09,118.73,0.98
0.05,1.54,260.77,0.75,0.3,0.16,-14.23,0.01,155.26,0.8
0.09,1.39,289.19,0.71,0.81,0.05,-1.59,0.02,108.74,0.87
0.15,1.57,243.46,0.86,0.04,0.02,-5.44,0,114.99,0.11
0.04,1.37,301.73,0.3,0.27,0.12,-10.95,0.04,135.74,0.42
0.15,1.47,180.67,0.38,0.35,0.13,-5.48,0.01,98.28,0.85
0.37,1.57,217.72,0.71,0.22,0.33,-9.86,0.09,155.47,0.48
0.08,1.5,174.84,0.71,0.42,0.13,-12.85,0.24,83.24,0.14
0.17,1.7,246.88,0.34,0,0.39,-6.84,0.07,80.31,0.27
0.48,1.6,329.99,0.51,0.23,0.36,-2.41,0.22,63.2,0.55
0.22,1.63,279.42,0.49,0.09,0.3,-7.02,0.08,91.44,0.04
0.26,1.7,212.02,0.3,0.27,0.04,-5.13,0.14,130.27,0.53
0.15,1.49,217.49,0.51,0.24,-0.01,-8.37,0.09,135.51,0.78
0.42,1.38,377,0.29,0.16,0.22,-6.65,0.02,107.09,0.38
0.07,1.33,256.64,0.72,0.33,-0.13,-8.09,0.01,67.8,0.05
0.04,1.65,259.38,0.73,0.11,0.08,-7.24,0.01,119.52,0.9
0.09,1.49,139.22,0.27,0,0.28,-7.16,0.05,129.51,0.09
0.62,1.54,409.89,0.78,0.12,0.32,-8.52,0.2,107.53,0.72
1.05,1.85,281.37,0.63,0.05,0.25,-3.87,0.01,157.48,0.33
0.14,1.53,160.8,0.52,0.08,0.35,-7.88,0.02,89.66,0.54
0.01,1.67,103.7,0.37,0.04,0.29,-3.19,0.04,150.92,0.8
0.01,1.65,207.49,0.8,0.32,0.16,-6.98,0.15,94.59,0
0.06,1.43,205.5,0.24,0.1,0.41,-13,0.01,132.9,1
0.05,1.58,131.42,0.58,0.17,0.18,-8.14,0.12,123.53,0.37
0.07,1.63,201.94,0.62,0.15,0.17,-4.36,0.02,133.91,0.2
0.28,1.47,231.53,0.62,0.08,0.25,-4.42,0.18,180.35,0.51
0.24,1.68,138.53,0.63,0.44,0.17,-1.2,0.11,113.18,0.9
0.37,1.47,250.59,0.99,0.53,0.56,-7.16,0.21,115.51,0.45
0.37,1.72,302.27,0.31,0.03,0.27,-4.26,0.07,89.91,0.17
0.1,1.51,211.53,0.98,0.04,0.14,-3.71,0.04,110.25,0.71
0.05,1.58,270.66,0.26,0.19,0.45,-3.22,0.12,149.1,0.78
0.1,1.7,262.84,0.99,0.09,0.3,-3.01,0.08,159.16,0.39
0.11,1.47,175.09,0.97,0.11,0.13,-5.66,0.13,127.06,0.87
0.16,1.31,208.08,0.31,0.19,0.47,-4.55,0.05,145.25,0.56
0.1,1.78,216.65,0.55,0.01,0.39,-4.83,0.13,125.15,0.86
0.15,1.69,157.26,0.86,0.1,0.13,-10.17,0.09,157.43,0.31
0.22,1.7,226.92,0.78,0.15,0.41,-7.53,0,116.45,0.41
0.17,1.73,167.88,0.89,0.07,0.56,-5.93,0.05,85.02,0.99
0.01,1.66,183.1,0.39,0.22,0.12,-10.28,0.16,55.53,1
0.61,1.54,196.4,0.46,0.19,-0.09,-8.99,0.04,106.06,0.88
0.04,1.37,277.53,0.7,0.23,0.11,-8.73,0.02,118.02,0.22
0.17,1.75,309.48,0.55,0.04,-0.06,-2.69,0.19,151.7,0.97
0.13,1.52,271.27,0.3,0.19,0.02,-7.36,0.12,97.8,0.98
0.14,1.76,249.4,0.48,0.13,0.04,-5.05,0.06,120.67,0.62
0.02,1.56,421.66,0.56,0.42,0.31,-1.94,0.03,92.01,0.32
0.64,1.47,225.28,0.35,0.11,0.35,-4.71,0.04,90.81,0.14
0.35,1.55,216.55,0.24,0.02,-0.13,-10.44,0.05,120.97,0.98
0.3,1.39,262.43,0.56,0.03,0.13,-6.28,0.26,175.85,0.22
0.24,1.3,205.62,0.98,0.15,0.21,-7.91,0.09,64.89,0.52
0.21,1.72,230.78,0.84,0.03,0.04,-10.65,0.02,141.4,0.7
0.4,1.55,163.69,0.58,0.07,0.08,-7.35,0.16,96.52,0.81
0.07,1.78,389.53,0.53,0,0.26,-6.16,0.02,87.81,0.34
0.09,1.42,230.22,0.63,0.12,0.18,-4.17,0.12,151.72,0.84
0.08,1.49,325.07,0.63,0.09,-0.15,-11.78,0.02,117.31,0.09
1.06,1.47,250.54,0.22,0.04,0.04,-8.16,0.3,130.57,0.32
0.24,1.98,206.27,0.67,0.62,0.05,-4.95,0.01,106.76,0.29
0.09,1.51,395.77,0.38,0.48,0.02,-1.2,0.02,113.42,0.89
0.17,1.49,254.01,0.46,0.09,0.04,-7.3,0.01,139.81,0.02
0.17,1.57,399.03,0.72,0.03,0.36,-7.65,0.22,78,0.54
0.39,1.6,284.68,0.66,0.06,0.14,-7.93,0.08,117.31,0.38
0.01,1.66,119.17,0.32,0.02,0.17,-6.88,0.06,135.04,0.13
0.07,1.6,300.37,0.31,0.23,0.31,-6.96,0.13,84.77,0.48
0.24,1.61,122.88,0.48,0.06,0.07,-9.99,0.03,66.74,0.27
0.15,1.39,329.23,0.65,0.06,0.24,-3.57,0.05,137.71,0.43
0.42,1.62,276.58,0.87,0.2,-0.04,-5.59,0.07,57.82,0.69
0.2,1.77,178.69,0.26,0.05,0.11,-0.32,0.06,128.99,0.78
0.5,1.71,208.38,0.61,0.19,0.09,-7.39,0.01,134.81,0.57
0.08,1.34,299.7,0.92,0.18,0.2,-9.21,0.01,182.61,0.9
0.21,1.46,326.54,0.49,0.1,0.31,-4.91,0.04,112.04,0.59
0.12,1.76,213.28,0.42,0.23,0.25,-7.89,0.01,133.64,0.29
0.01,1.58,350.51,0.87,0.25,0.13,-6.29,0.01,101.62,0.75
0.04,1.86,99.82,0.68,0.48,0.23,-8.01,0.05,143.67,0.23
0.67,1.44,262.26,0.57,0.08,0.23,-7.1,0.01,155.01,0.22
0.03,1.47,138.9,0.47,0.07,0.24,-9.82,0.08,147.01,0.45
0.17,1.37,275.37,0.43,0.2,0.12,-8.52,0.07,178.8,0.17
0.35,1.8,431.44,0.42,0.09,0.07,-4.54,0.05,107.31,0.65
0.01,1.46,268.13,0.54,0.12,0.12,-7.77,0.03,130.3,0.09
0.15,1.3,173.92,0.93,0.02,0.27,-3.57,0,116.26,0.25
0.2,1.8,174.01,0.96,0.36,0.31,-9.63,0.07,108.11,0.81
0.64,1.66,250.54,0.23,0.08,0.13,-12.03,0.06,74.56,0.14
0.05,1.58,200.18,0.87,0.17,0.15,-3.19,0.04,147.42,0.5
0.06,1.7,157.79,0.98,0.03,-0.08,-3.79,0.13,115.56,0.05
0.1,1.53,167.39,0.39,0.17,0.2,-9.01,0.06,160.5,0.36
0.06,1.78,327.83,0.38,0.06,0.3,-7.13,0,168.91,0.42
0.43,1.62,230.73,0.39,0.09,0.32,-7.67,0.1,137.02,0.56
0.11,1.81,290.72,0.79,0.19,0.22,-12.15,0.27,110.32,0.08
0.18,1.28,255.64,0.58,0.28,0.25,-7.71,0.05,50.4,0.9
0.47,1.66,277.74,0.87,0.22,0.33,-10.4,0.1,161.87,0.52
0.02,1.35,367.41,0.44,0.24,0.11,-3.3,0.35,104.52,0.31
